Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Wins,Draws,Losses,Points,Goal Difference,Position,Home Expected,Away Expected,Side Home Expected,Side Away Expected,Form Home Expected,Form Away Expected,Away Wins,Away Draws,Away Losses,Away Points,Away Goal Difference,Away Position,League Home Goals Avg,League Away Goals Avg,Home Off Performance,Away Off Performance,Side Home Off Performance,Side Away Off Performance,Form Home Off Performance,Form Away Off Performance,Home Def Performance,Away Def Performance,Side Home Def Performance,Side Away Def Performance,Form Home Def Performance,Form Away Def Performance
2020-11-21,14:00,Crotone,Lazio,0,2,A,0.0,0.5,1.0,0.0625,0.0,0.9473684210526316,1.3571428571428572,2.0,1.3333333333333333,1.8333333333333333,1.4000000000000001,1.9,0.6000000000000001,0.5,0.4,0.625,0.40909090909090906,0.2631578947368421,1.7878787878787878,1.6666666666666667,0.8704675716440423,0.9217299578059072,0.568627450980392,1.2592592592592593,0.8704675716440423,0.925576111652061,0.8692844410491469,1.001471392457308,1.1296296296296295,1.5714285714285714,0.8692844410491469,0.9931898189583432
2020-11-21,17:00,Spezia,Atalanta,0,0,D,0.4,0.5,0.6000000000000001,0.4375,0.3181818181818182,0.5789473684210527,1.7857142857142856,2.3571428571428568,1.6666666666666667,3.041666666666667,1.9000000000000004,2.1000000000000005,0.8,0.25,0.4,0.75,0.6818181818181819,0.21052631578947367,1.7878787878787878,1.6666666666666667,0.9674871794871794,0.7482264861575205,0.8222222222222223,2.3472222222222223,0.9522144522144522,0.7524243872069958,1.1793490054249547,1.183916083916084,2.1164021164021163,1.1931372549019608,1.1793490054249547,1.1833333333333333
2020-11-22,11:30,Fiorentina,Benevento,0,1,A,0.4,0.5,0.5,0.4375,0.4583333333333333,0.631578947368421,2.1428571428571423,1.5714285714285716,2.5,1.6666666666666667,1.9,1.3,0.4,0.0,0.8333333333333333,0.3125,0.125,0.736842105263158,1.7391304347826086,1.6231884057971016,0.6691891891891892,0.7453416149068323,1.5,1.5333333333333332,0.6691891891891892,0.7453416149068323,1.1238095238095238,1.365922077922078,2.0,2.0,1.1238095238095238,1.3506493506493507
2020-11-22,14:00,Sampdoria,Bologna,1,2,A,0.6000000000000001,0.25,0.5,0.5625,0.5416666666666666,0.42105263157894735,1.7142857142857142,1.5714285714285714,1.8333333333333335,0.8333333333333333,1.9000000000000001,1.2000000000000002,0.4,0.0,0.8333333333333333,0.3125,0.4583333333333333,0.6842105263157894,1.7391304347826086,1.6231884057971016,1.0393939393939393,0.9209523809523809,1.7450980392156863,0.26666666666666666,1.0393939393939393,0.9209523809523809,0.4958730158730159,1.0192307692307692,1.4444444444444444,1.3666666666666665,0.5025957049486462,1.0192307692307692
2020-11-28,14:00,Sassuolo,Inter,0,3,A,0.8333333333333333,0.75,0.0,0.8888888888888888,1.0,0.10526315789473684,2.178571428571429,1.8482142857142856,1.6666666666666667,1.7916666666666667,1.9000000000000001,1.5,0.5,0.75,0.16666666666666666,0.5555555555555556,0.75,0.3684210526315789,1.7105263157894737,1.605263157894737,1.023228921820471,0.780267350663444,1.0785714285714285,1.8619528619528618,1.0104861090776585,0.8142452284557546,0.9378151260504202,0.8595440276764045,2.0,1.037037037037037,0.9378151260504202,0.860460795243404
2020-11-28,17:00,Benevento,Juventus,1,1,D,0.5,0.0,0.8333333333333333,0.3888888888888889,0.16666666666666663,0.6842105263157894,1.1160714285714286,2.25,1.125,2.25,0.8999999999999999,2.2,0.5,1.0,0.0,0.6111111111111112,0.875,0.3157894736842105,1.7105263157894737,1.605263157894737,0.7726143421795595,0.9334048346531978,0.9583333333333333,1.1848290598290598,0.7991877687529861,0.9224960033545614,1.365922077922078,0.8566666666666667,1.8813131313131315,1.1041666666666665,1.3506493506493507,0.8605128205128206
2020-11-28,19:45,Atalanta,Verona,0,2,A,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666665,0.7083333333333333,0.21052631578947367,1.625,1.375,1.8333333333333335,1.5,1.2,1.4999999999999996,0.3333333333333333,0.75,0.3333333333333333,0.3888888888888889,0.5416666666666666,0.5263157894736843,1.7105263157894737,1.605263157894737,0.384590122521157,1.1,1.91005291005291,1.222222222222222,0.38878802357063225,1.0636363636363637,0.7839160839160839,1.6530339225991397,1.4545454545454544,0.8636363636363636,0.7833333333333333,1.634230503795721
2020-11-29,11:30,Lazio,Udinese,1,3,A,0.6666666666666666,0.4,0.3333333333333333,0.6666666666666665,0.5416666666666666,0.2631578947368421,1.4553571428571428,1.0982142857142856,1.2916666666666665,1.2083333333333333,1.5,1.2,0.16666666666666666,0.2,0.8333333333333333,0.1111111111111111,0.3333333333333333,0.9473684210526316,1.6582278481012658,1.620253164556962,1.0217299578059071,0.8367245657568236,1.0041666666666667,1.3333333333333333,1.0361024274415347,0.8326923076923076,0.9399329309188464,0.7419602735265386,1.370940170940171,1.3333333333333333,0.9316513574198817,0.7419602735265386
2020-11-29,14:00,Bologna,Crotone,1,0,H,0.5,0.0,0.8333333333333333,0.3888888888888889,0.49999999999999994,0.6842105263157894,2.0,1.25,2.75,1.5,1.8,1.4000000000000004,0.0,0.4,1.0,0.0,0.0,1.0,1.6582278481012658,1.620253164556962,1.1754978354978354,0.6038009049773756,1.5432432432432432,0.8333333333333333,1.254285714285714,0.6038009049773756,1.0358974358974358,0.778375350140056,0.9876068376068377,1.9,1.024493927125506,0.7889016659295297
2020-11-29,14:00,Milan,Fiorentina,2,0,H,1.0,0.4,0.0,1.0,1.0,0.0,2.0,1.125,2.25,1.25,1.9,1.3000000000000003,0.3333333333333333,0.4,0.6666666666666666,0.3333333333333333,0.41666666666666663,0.736842105263158,1.6582278481012658,1.620253164556962,1.425796123814002,0.5891891891891892,2.122727272727273,0.8928571428571428,1.3882839048501698,0.5891891891891892,1.5116749916749916,0.9844155844155843,3.6666666666666665,1.353846153846154,1.461025641025641,1.010989010989011
